log_id,timestamp,user_id,action,entity_type,entity_id,details,ip_address,result
404,2026-05-11T14:47:40.544260,116,user.login_failed,APIKey,112,Admin action: user.login_failed | APIKey#112 | Result: Failure,10.4.3.80,Failure
405,2026-06-27T00:44:40.544265,142,incident.resolved,Configuration,32,Incident Management event — incident.resolved on Configuration#32 from IP 10.1.2.55,10.2.4.191,Success
406,2026-05-29T00:31:40.544269,86,user.login_failed,User,186,Action: user.login_failed | Target: User/186 | Source: web-ui,10.4.1.91,Failure
407,2026-05-06T00:08:40.544274,9,user.login_failed,APIKey,71,Authentication event — user.login_failed on APIKey#71 from IP 10.2.0.79,10.2.6.92,Success
408,2026-06-28T11:03:40.544278,95,change.approved,Project,9,Automated change.approved triggered for Project#9,10.4.8.123,Success
409,2026-05-24T07:02:40.544283,49,api.key_revoked,User,95,User Ahmed Muller performed api.key_revoked on User#95,10.2.1.96,Success
410,2026-04-04T05:22:40.544287,8,user.login,Configuration,111,User Linh Ibrahim performed user.login on Configuration#111,10.4.1.192,Success
411,2026-03-30T15:04:40.544292,110,api.key_revoked,ChangeRequest,23,API Management event — api.key_revoked on ChangeRequest#23 from IP 10.1.4.128,10.0.0.26,Success
412,2026-04-10T23:32:40.544296,98,deployment.triggered,Project,103,User David Okafor performed deployment.triggered on Project#103,10.3.3.184,Success
413,2026-04-18T11:22:40.544301,80,change.rejected,Release,198,Change Management event — change.rejected on Release#198 from IP 10.1.3.13,10.3.5.187,Success
414,2026-04-16T23:10:40.544305,112,user.mfa_enabled,Report,186,Admin action: user.mfa_enabled | Report#186 | Result: Success,10.2.9.157,Success
415,2026-04-18T00:16:40.544309,65,user.login,Report,111,User Ingrid Patel performed user.login on Report#111,10.3.0.122,Failure
416,2026-06-25T05:58:40.544314,144,incident.created,Project,94,Incident Management event — incident.created on Project#94 from IP 10.1.1.166,10.2.9.65,Success
417,2026-03-31T22:34:40.544318,135,user.login_failed,Configuration,6,Action: user.login_failed | Target: Configuration/6 | Source: web-ui,10.2.7.214,Success
418,2026-04-18T12:25:40.544323,135,api.key_created,Report,148,Admin action: api.key_created | Report#148 | Result: Success,10.0.0.96,Success
419,2026-04-30T06:28:40.544328,110,change.approved,Product,19,Automated change.approved triggered for Product#19,10.3.1.100,Success
420,2026-06-11T02:31:40.544332,88,deployment.triggered,Project,172,User Sofia Santos performed deployment.triggered on Project#172,10.0.6.59,Success
421,2026-04-11T19:12:40.544337,38,incident.resolved,ChangeRequest,24,Automated incident.resolved triggered for ChangeRequest#24,10.1.7.45,Success
422,2026-04-28T07:17:40.544341,42,admin.config_update,Product,155,User Ravi Okafor performed admin.config_update on Product#155,10.4.5.156,Success
423,2026-06-15T00:27:40.544345,109,data.export,ChangeRequest,34,Automated data.export triggered for ChangeRequest#34,10.0.2.236,Success
424,2026-06-27T23:40:40.544350,130,data.view_sensitive,Report,33,Automated data.view_sensitive triggered for Report#33,10.0.0.1,Success
425,2026-04-09T05:35:40.544354,1,change.approved,User,17,Automated change.approved triggered for User#17,10.1.7.190,Failure
426,2026-06-11T08:55:40.544359,136,user.logout,Product,55,Admin action: user.logout | Product#55 | Result: Failure,10.1.0.130,Failure
427,2026-06-21T15:18:40.544363,99,incident.resolved,ChangeRequest,2,Action: incident.resolved | Target: ChangeRequest/2 | Source: web-ui,10.1.0.97,Success
428,2026-06-11T04:45:40.544368,134,data.export,Incident,24,Data Access event — data.export on Incident#24 from IP 10.3.4.249,10.0.0.103,Success
429,2026-04-17T21:05:40.544372,13,deployment.rollback,User,90,User Camila Santos performed deployment.rollback on User#90,10.0.7.126,Success
430,2026-06-06T02:53:40.544377,111,change.approved,User,157,User Raj Kim performed change.approved on User#157,10.2.0.81,Success
431,2026-06-22T18:26:40.544381,128,admin.config_update,Project,192,User Ahmed Patel performed admin.config_update on Project#192,10.3.6.187,Success
432,2026-04-30T14:58:40.544386,54,user.mfa_enabled,User,9,User Zara Chen performed user.mfa_enabled on User#9,10.0.0.76,Success
433,2026-04-16T08:14:40.544391,73,deployment.rollback,Project,130,Deployment event — deployment.rollback on Project#130 from IP 10.4.5.25,10.1.4.164,Success
434,2026-05-06T23:14:40.544395,35,release.promoted,Report,120,Release event — release.promoted on Report#120 from IP 10.2.6.149,10.0.8.123,Success
435,2026-06-14T03:56:40.544400,73,change.rejected,ChangeRequest,121,Admin action: change.rejected | ChangeRequest#121 | Result: Success,10.0.9.29,Success
436,2026-06-18T10:52:40.544404,54,deployment.rollback,ChangeRequest,138,User Zara Chen performed deployment.rollback on ChangeRequest#138,10.0.2.74,Success
437,2026-05-14T00:07:40.544409,101,data.export,User,40,Action: data.export | Target: User/40 | Source: web-ui,10.0.4.110,Success
438,2026-05-13T03:33:40.544413,90,deployment.triggered,Incident,187,Deployment event — deployment.triggered on Incident#187 from IP 10.1.5.155,10.0.9.195,Success
439,2026-04-20T04:47:40.544418,12,api.rate_limit_hit,Configuration,70,Action: api.rate_limit_hit | Target: Configuration/70 | Source: web-ui,10.3.7.241,Success
440,2026-04-20T01:37:40.544422,61,incident.resolved,ChangeRequest,77,Incident Management event — incident.resolved on ChangeRequest#77 from IP 10.1.1.104,10.1.4.178,Success
441,2026-04-20T16:28:40.544427,91,api.key_revoked,Configuration,36,Automated api.key_revoked triggered for Configuration#36,10.1.7.216,Success
442,2026-04-10T07:27:40.544432,119,user.logout,Release,115,Action: user.logout | Target: Release/115 | Source: web-ui,10.1.3.73,Success
443,2026-06-23T23:50:40.544436,49,change.approved,User,153,Change Management event — change.approved on User#153 from IP 10.4.9.99,10.0.6.232,Success
444,2026-06-24T20:11:40.544442,146,user.logout,ChangeRequest,188,User Raj Bauer performed user.logout on ChangeRequest#188,10.0.5.96,Success
445,2026-06-15T22:06:40.544447,137,user.password_change,Report,100,Authentication event — user.password_change on Report#100 from IP 10.2.1.49,10.4.5.107,Success
446,2026-03-31T12:39:40.544451,118,deployment.triggered,User,176,Admin action: deployment.triggered | User#176 | Result: Success,10.2.3.236,Success
447,2026-06-17T20:38:40.544456,95,admin.role_assignment,ChangeRequest,179,Action: admin.role_assignment | Target: ChangeRequest/179 | Source: web-ui,10.1.1.192,Blocked
448,2026-06-27T11:54:40.544461,95,deployment.triggered,Release,16,User Nia Ibrahim performed deployment.triggered on Release#16,10.0.5.24,Success
449,2026-06-05T05:58:40.544465,27,data.view_sensitive,Release,55,Admin action: data.view_sensitive | Release#55 | Result: Success,10.1.6.190,Success
450,2026-05-23T15:56:40.544470,102,deployment.triggered,User,113,Automated deployment.triggered triggered for User#113,10.4.5.108,Success
451,2026-04-19T15:50:40.544474,32,admin.permission_change,APIKey,153,Admin action: admin.permission_change | APIKey#153 | Result: Success,10.4.3.122,Success
452,2026-06-20T16:49:40.544478,4,api.key_created,Incident,171,Admin action: api.key_created | Incident#171 | Result: Blocked,10.1.3.241,Blocked
453,2026-04-15T14:49:40.544483,80,data.export_large,Incident,177,User Kwame Bauer performed data.export_large on Incident#177,10.1.3.213,Success
454,2026-03-31T08:45:40.544487,8,api.rate_limit_hit,Report,157,Admin action: api.rate_limit_hit | Report#157 | Result: Success,10.0.6.13,Success
455,2026-05-14T06:01:40.544492,102,admin.role_assignment,Product,140,Admin action: admin.role_assignment | Product#140 | Result: Success,10.2.1.245,Success
456,2026-06-19T16:46:40.544497,8,user.mfa_enabled,Release,100,Admin action: user.mfa_enabled | Release#100 | Result: Success,10.3.7.66,Success
457,2026-05-05T00:46:40.544501,1,user.login,Configuration,147,Automated user.login triggered for Configuration#147,10.3.0.204,Success
458,2026-04-25T09:05:40.544506,8,data.export,Incident,123,Action: data.export | Target: Incident/123 | Source: web-ui,10.4.2.182,Success
459,2026-03-31T05:54:40.544510,86,admin.permission_change,ChangeRequest,149,Automated admin.permission_change triggered for ChangeRequest#149,10.3.1.167,Success
460,2026-05-18T17:36:40.544515,112,deployment.triggered,Product,86,User Isabella Rodriguez performed deployment.triggered on Product#86,10.0.4.179,Success
461,2026-05-27T12:52:40.544519,57,deployment.rollback,Configuration,81,User Thabo Rodriguez performed deployment.rollback on Configuration#81,10.2.9.161,Success
462,2026-06-20T21:38:40.544524,73,incident.resolved,Product,150,Action: incident.resolved | Target: Product/150 | Source: web-ui,10.1.4.30,Success
463,2026-06-20T17:02:40.544528,93,admin.role_assignment,Release,25,User Kwame Brown performed admin.role_assignment on Release#25,10.4.1.124,Success
464,2026-06-27T21:01:40.544533,8,api.rate_limit_hit,Release,63,Automated api.rate_limit_hit triggered for Release#63,10.3.2.235,Blocked
465,2026-06-14T15:25:40.544538,69,data.export,User,39,Action: data.export | Target: User/39 | Source: web-ui,10.3.9.191,Success
466,2026-05-16T23:14:40.544543,83,user.login,Release,117,Automated user.login triggered for Release#117,10.2.0.217,Success
467,2026-04-13T18:12:40.544548,50,change.approved,Project,44,Action: change.approved | Target: Project/44 | Source: web-ui,10.2.5.126,Success
468,2026-04-04T11:58:40.544552,65,user.logout,Incident,108,Action: user.logout | Target: Incident/108 | Source: web-ui,10.2.9.131,Success
469,2026-06-19T09:20:40.544557,106,api.key_created,Report,48,Admin action: api.key_created | Report#48 | Result: Blocked,10.0.8.34,Blocked
470,2026-05-15T12:35:40.544562,132,user.login,Project,24,User Samuel Silva performed user.login on Project#24,10.1.1.171,Success
471,2026-04-06T22:03:40.544566,129,admin.permission_change,Product,26,Authorization event — admin.permission_change on Product#26 from IP 10.0.4.91,10.3.3.211,Success
472,2026-05-12T23:43:40.544571,145,user.password_change,User,176,User Sofia Tanaka performed user.password_change on User#176,10.3.2.116,Success
473,2026-05-17T00:14:40.544575,57,api.rate_limit_hit,Report,96,API Management event — api.rate_limit_hit on Report#96 from IP 10.3.7.245,10.3.6.179,Success
474,2026-04-01T14:25:40.544579,139,deployment.triggered,Product,181,User Tariq Andersson performed deployment.triggered on Product#181,10.4.8.103,Success
475,2026-03-30T21:55:40.544584,67,data.view_sensitive,APIKey,137,Automated data.view_sensitive triggered for APIKey#137,10.3.9.67,Success
476,2026-05-24T06:53:40.544589,141,user.mfa_enabled,Product,131,User Diego Silva performed user.mfa_enabled on Product#131,10.3.3.38,Success
477,2026-06-28T16:38:40.544593,44,user.mfa_enabled,APIKey,42,Authentication event — user.mfa_enabled on APIKey#42 from IP 10.3.9.171,10.3.4.157,Success
478,2026-06-09T16:33:40.544597,63,user.mfa_enabled,Product,170,Automated user.mfa_enabled triggered for Product#170,10.1.7.250,Success
479,2026-04-21T18:42:40.544602,57,release.promoted,Product,192,Admin action: release.promoted | Product#192 | Result: Success,10.3.8.219,Success
480,2026-04-08T18:49:40.544607,4,admin.permission_change,Product,189,Action: admin.permission_change | Target: Product/189 | Source: web-ui,10.0.3.69,Success
481,2026-06-11T19:21:40.544611,39,data.export,Incident,34,User Raj Novak performed data.export on Incident#34,10.1.5.183,Success
482,2026-06-12T01:44:40.544616,52,api.key_created,User,199,Automated api.key_created triggered for User#199,10.1.6.89,Success
483,2026-06-21T06:04:40.544620,53,api.key_revoked,User,175,Automated api.key_revoked triggered for User#175,10.2.9.121,Success
484,2026-06-15T22:15:40.544624,107,deployment.triggered,Configuration,150,User Hannah Morales performed deployment.triggered on Configuration#150,10.4.4.28,Success
485,2026-04-01T20:02:40.544629,42,user.login,Project,107,Automated user.login triggered for Project#107,10.3.9.58,Success
486,2026-06-13T17:33:40.544634,41,user.logout,Report,56,Admin action: user.logout | Report#56 | Result: Success,10.1.7.203,Success
487,2026-06-08T23:44:40.544638,118,user.login_failed,Configuration,42,User Ingrid Kowalski performed user.login_failed on Configuration#42,10.2.7.20,Success
488,2026-05-13T05:14:40.544643,80,deployment.rollback,Report,15,Automated deployment.rollback triggered for Report#15,10.2.9.179,Failure
489,2026-05-09T13:44:40.544647,116,user.logout,Incident,180,Authentication event — user.logout on Incident#180 from IP 10.2.5.101,10.2.3.84,Success
490,2026-05-27T08:08:40.544652,92,user.logout,ChangeRequest,200,Automated user.logout triggered for ChangeRequest#200,10.1.2.169,Success
491,2026-05-06T06:49:40.544656,51,data.export_large,Incident,146,Automated data.export_large triggered for Incident#146,10.1.0.201,Success
492,2026-05-10T13:22:40.544661,51,deployment.triggered,Product,44,User Jin Patel performed deployment.triggered on Product#44,10.1.9.16,Failure
493,2026-04-04T12:51:40.544665,73,user.mfa_enabled,Incident,106,Admin action: user.mfa_enabled | Incident#106 | Result: Success,10.4.4.218,Success
494,2026-04-03T00:55:40.544669,78,data.view_sensitive,Product,26,Admin action: data.view_sensitive | Product#26 | Result: Success,10.4.7.104,Success
495,2026-04-08T10:03:40.544674,22,deployment.rollback,Configuration,38,User Linh Fischer performed deployment.rollback on Configuration#38,10.4.2.113,Success
496,2026-06-03T00:28:40.544679,113,change.rejected,ChangeRequest,57,Change Management event — change.rejected on ChangeRequest#57 from IP 10.0.8.164,10.2.9.186,Success
497,2026-04-21T10:35:40.544683,109,admin.config_update,User,94,User Mei Okafor performed admin.config_update on User#94,10.4.4.122,Success
498,2026-05-12T20:16:40.544688,16,admin.role_assignment,Project,181,Authorization event — admin.role_assignment on Project#181 from IP 10.0.1.205,10.4.6.93,Success
499,2026-05-09T19:13:40.544692,110,data.export,APIKey,200,Data Access event — data.export on APIKey#200 from IP 10.3.2.54,10.2.9.65,Success
500,2026-05-13T10:22:40.544697,78,api.key_revoked,Release,52,API Management event — api.key_revoked on Release#52 from IP 10.3.0.117,10.2.5.90,Success
